"구·군별","내외국인별","시점","세대수[세대]","인구[명]","남자인구[명]","여자인구[명]",
"서1동","총인구","2023.06 월","2934","4789","2505","2284",
"서1동","총인구","2023.07 월","2933","4787","2508","2279",
"서1동","총인구","2023.08 월","2918","4758","2490","2268",
"서1동","총인구","2023.09 월","2907","4737","2474","2263",
"서1동","총인구","2023.10 월","2907","4720","2465","2255",
"서1동","총인구","2023.11 월","2892","4693","2451","2242",
"서1동","총인구","2023.12 월","2874","4652","2430","2222",
"서1동","총인구","2024.01 월","2862","4631","2423","2208",
"서1동","총인구","2024.02 월","2843","4590","2398","2192",
"서1동","총인구","2024.03 월","2831","4558","2376","2182",
"서1동","총인구","2024.04 월","2815","4529","2365","2164",
"서1동","총인구","2024.05 월","2802","4503","2347","2156",
"서1동","총인구","2024.06 월","2796","4496","2345","2151",
"서1동","총인구","2024.07 월","2784","4470","2331","2139",
"서1동","총인구","2024.08 월","2770","4447","2317","2130",
"서1동","총인구","2024.09 월","2761","4433","2300","2133",
"서1동","총인구","2024.10 월","2746","4406","2283","2123",
"서1동","총인구","2024.11 월","2725","4363","2258","2105",
"서1동","총인구","2024.12 월","2710","4330","2241","2089",
"서2동","총인구","2020.01 월","5235","10439","5190","5249",
"서2동","총인구","2020.02 월","5236","10415","5185","5230",
"서2동","총인구","2020.03 월","5232","10369","5161","5208",
"서2동","총인구","2020.04 월","5214","10320","5133","5187",
"서2동","총인구","2020.05 월","5211","10294","5129","5165",
"서2동","총인구","2020.06 월","5186","10220","5093","5127",
"서2동","총인구","2020.07 월","5203","10211","5102","5109",
"서2동","총인구","2020.08 월","5181","10142","5063","5079",
"서2동","총인구","2020.09 월","5178","10085","5020","5065",
"서2동","총인구","2020.10 월","5146","10002","4973","5029",
"서2동","총인구","2020.11 월","5143","9947","4945","5002",
"서2동","총인구","2020.12 월","5130","9876","4907","4969",
"서2동","총인구","2021.01 월","5099","9807","4875","4932",
"서2동","총인구","2021.02 월","5103","9756","4840","4916",
"서2동","총인구","2021.03 월","4995","9614","4782","4832",
"서2동","총인구","2021.04 월","4975","9561","4745","4816",
"서2동","총인구","2021.05 월","4960","9490","4717","4773",
"서2동","총인구","2021.06 월","4971","9457","4704","4753",
"서2동","총인구","2021.07 월","4959","9409","4676","4733",
"서2동","총인구","2021.08 월","4950","9367","4659","4708",
"서2동","총인구","2021.09 월","4948","9351","4652","4699",
"서2동","총인구","2021.10 월","4960","9336","4641","4695",
"서2동","총인구","2021.11 월","4964","9316","4636","4680",
"서2동","총인구","2021.12 월","4958","9280","4616","4664",
"서2동","총인구","2022.01 월","4946","9240","4598","4642",
"서2동","총인구","2022.02 월","4929","9194","4583","4611",
"서2동","총인구","2022.03 월","4922","9162","4578","4584",
"서2동","총인구","2022.04 월","4921","9128","4555","4573",
"서2동","총인구","2022.05 월","4934","9133","4551","4582",
"서2동","총인구","2022.06 월","4926","9110","4538","4572",
"서2동","총인구","2022.07 월","4913","9055","4514","4541",
"서2동","총인구","2022.08 월","4920","9053","4508","4545",
"서2동","총인구","2022.09 월","4872","8999","4480","4519",
"서2동","총인구","2022.10 월","4862","8975","4470","4505",
"서2동","총인구","2022.11 월","4822","8910","4438","4472",
"서2동","총인구","2022.12 월","4812","8869","4425","4444",
"서2동","총인구","2023.01 월","4800","8833","4403","4430",
"서2동","총인구","2023.02 월","4781","8779","4378","4401",
"서2동","총인구","2023.03 월","4773","8762","4368","4394",
"서2동","총인구","2023.04 월","4772","8746","4364","4382",
"서2동","총인구","2023.05 월","4768","8723","4356","4367",
"서2동","총인구","2023.06 월","4750","8682","4331","4351",
"서2동","총인구","2023.07 월","4753","8661","4322","4339",
"서2동","총인구","2023.08 월","4743","8626","4302","4324",
"서2동","총인구","2023.09 월","4727","8605","4289","4316",
"서2동","총인구","2023.10 월","4724","8597","4291","4306",
"서2동","총인구","2023.11 월","4713","8550","4259","4291",
"서2동","총인구","2023.12 월","4711","8552","4265","4287",
"서2동","총인구","2024.01 월","4697","8517","4251","4266",
"서2동","총인구","2024.02 월","4682","8499","4237","4262",
"서2동","총인구","2024.03 월","4667","8458","4209","4249",
"서2동","총인구","2024.04 월","4657","8433","4197","4236",
"서2동","총인구","2024.05 월","4637","8404","4174","4230",
"서2동","총인구","2024.06 월","4616","8376","4164","4212",
"서2동","총인구","2024.07 월","4595","8341","4151","4190",
"서2동","총인구","2024.08 월","4578","8301","4132","4169",
"서2동","총인구","2024.09 월","4572","8292","4125","4167",
"서2동","총인구","2024.10 월","4549","8234","4100","4134",
"서2동","총인구","2024.11 월","4532","8191","4082","4109",
"서2동","총인구","2024.12 월","4522","8170","4076","4094",
"서3동","총인구","2020.01 월","5831","11774","5932","5842",
"서3동","총인구","2020.02 월","5822","11711","5892","5819",
"서3동","총인구","2020.03 월","5843","11693","5877","5816",
"서3동","총인구","2020.04 월","5845","11693","5866","5827",
"서3동","총인구","2020.05 월","5852","11694","5867","5827",
"서3동","총인구","2020.06 월","5870","11700","5863","5837",
"서3동","총인구","2020.07 월","5893","11699","5862","5837",
"서3동","총인구","2020.08 월","5890","11663","5836","5827",
"서3동","총인구","2020.09 월","5878","11605","5806","5799",
"서3동","총인구","2020.10 월","5879","11595","5792","5803",
"서3동","총인구","2020.11 월","5877","11531","5755","5776",
"서3동","총인구","2020.12 월","5905","11561","5772","5789",
"서3동","총인구","2021.01 월","5898","11536","5756","5780",
"서3동","총인구","2021.02 월","5939","11546","5764","5782",
"서3동","총인구","2021.03 월","5894","11474","5732","5742",
"서3동","총인구","2021.04 월","5899","11453","5725","5728",
"서3동","총인구","2021.05 월","5910","11428","5722","5706",
"서3동","총인구","2021.06 월","5931","11413","5705","5708",
"서3동","총인구","2021.07 월","5938","11410","5698","5712",
"서3동","총인구","2021.08 월","5948","11402","5694","5708",
"서3동","총인구","2021.09 월","5958","11388","5679","5709",
"서3동","총인구","2021.10 월","5951","11346","5661","5685",
"서3동","총인구","2021.11 월","5954","11325","5645","5680",
"서3동","총인구","2021.12 월","5957","11307","5633","5674",
"서3동","총인구","2022.01 월","5943","11260","5614","5646",
"서3동","총인구","2022.02 월","5930","11216","5588","5628",
"서3동","총인구","2022.03 월","5921","11172","5569","5603",
"서3동","총인구","2022.04 월","5917","11145","5563","5582",
"서3동","총인구","2022.05 월","5915","11102","5543","5559",
"서3동","총인구","2022.06 월","5911","11077","5526","5551",
"서3동","총인구","2022.07 월","5905","11045","5508","5537",
"서3동","총인구","2022.08 월","5908","11018","5495","5523",
"서3동","총인구","2022.09 월","5889","10981","5483","5498",
"서3동","총인구","2022.10 월","5873","10937","5463","5474",
"서3동","총인구","2022.11 월","5853","10888","5437","5451",
"서3동","총인구","2022.12 월","5834","10853","5413","5440",
"서3동","총인구","2023.01 월","5816","10845","5402","5443",
"서3동","총인구","2023.02 월","5808","10821","5391","5430",
"서3동","총인구","2023.03 월","5790","10777","5361","5416",
"서3동","총인구","2023.04 월","5781","10754","5347","5407",
"서3동","총인구","2023.05 월","5770","10718","5322","5396",
"서3동","총인구","2023.06 월","5765","10701","5321","5380",
"서3동","총인구","2023.07 월","5753","10663","5300","5363",
"서3동","총인구","2023.08 월","5745","10619","5282","5337",
"서3동","총인구","2023.09 월","5753","10598","5269","5329",
"서3동","총인구","2023.10 월","5720","10560","5249","5311",
"서3동","총인구","2023.11 월","5705","10505","5211","5294",
"서3동","총인구","2023.12 월","5682","10467","5190","5277",
"서3동","총인구","2024.01 월","5686","10453","5189","5264",
"서3동","총인구","2024.02 월","5672","10405","5170","5235",
"서3동","총인구","2024.03 월","5651","10355","5151","5204",
"서3동","총인구","2024.04 월","5637","10330","5130","5200",
"서3동","총인구","2024.05 월","5637","10287","5106","5181",
"서3동","총인구","2024.06 월","5639","10255","5091","5164",
"서3동","총인구","2024.07 월","5605","10178","5057","5121",
"서3동","총인구","2024.08 월","5594","10145","5036","5109",
"서3동","총인구","2024.09 월","5578","10112","5022","5090",
"서3동","총인구","2024.10 월","5564","10067","5005","5062",
"서3동","총인구","2024.11 월","5559","10037","4984","5053",
"서3동","총인구","2024.12 월","5533","9989","4961","5028",
"금사회동동","총인구","2020.01 월","4355","8980","4747","4233",
"금사회동동","총인구","2020.02 월","4354","8954","4733","4221",
"금사회동동","총인구","2020.03 월","4345","8917","4704","4213",
"금사회동동","총인구","2020.04 월","4340","8886","4694","4192",
"금사회동동","총인구","2020.05 월","4359","8884","4699","4185",
"금사회동동","총인구","2020.06 월","4360","8843","4686","4157",
"금사회동동","총인구","2020.07 월","4247","8550","4534","4016",
"금사회동동","총인구","2020.08 월","4251","8508","4513","3995",
"금사회동동","총인구","2020.09 월","4253","8500","4510","3990",
"금사회동동","총인구","2020.10 월","4250","8467","4498","3969",
"금사회동동","총인구","2020.11 월","4263","8479","4504","3975",
"금사회동동","총인구","2020.12 월","4251","8431","4471","3960",
"금사회동동","총인구","2021.01 월","4251","8395","4457","3938",
"금사회동동","총인구","2021.02 월","4255","8366","4444","3922",
"금사회동동","총인구","2021.03 월","4204","8275","4401","3874",
"금사회동동","총인구","2021.04 월","4208","8252","4393","3859",
"금사회동동","총인구","2021.05 월","4200","8224","4372","3852",
"금사회동동","총인구","2021.06 월","4182","8175","4345","3830",
"금사회동동","총인구","2021.07 월","4197","8155","4327","3828",
"금사회동동","총인구","2021.08 월","4188","8134","4310","3824",
"금사회동동","총인구","2021.09 월","4172","8099","4291","3808",
"금사회동동","총인구","2021.10 월","4167","8080","4271","3809",
"금사회동동","총인구","2021.11 월","4165","8075","4264","3811",
"금사회동동","총인구","2021.12 월","4168","8053","4256","3797",
"금사회동동","총인구","2022.01 월","4161","8009","4230","3779",
"금사회동동","총인구","2022.02 월","4153","7952","4203","3749",
"금사회동동","총인구","2022.03 월","4160","7939","4190","3749",
"금사회동동","총인구","2022.04 월","4155","7914","4174","3740",
"금사회동동","총인구","2022.05 월","4157","7897","4171","3726",
"금사회동동","총인구","2022.06 월","4172","7896","4171","3725",
"금사회동동","총인구","2022.07 월","4165","7876","4157","3719",
"금사회동동","총인구","2022.08 월","4166","7858","4141","3717",
"금사회동동","총인구","2022.09 월","4128","7800","4108","3692",
"금사회동동","총인구","2022.10 월","4126","7769","4097","3672",
"금사회동동","총인구","2022.11 월","4119","7738","4083","3655",
"금사회동동","총인구","2022.12 월","4123","7715","4075","3640",
"금사회동동","총인구","2023.01 월","4112","7708","4076","3632",
"금사회동동","총인구","2023.02 월","4117","7693","4064","3629",
"금사회동동","총인구","2023.03 월","4116","7687","4057","3630",
"금사회동동","총인구","2023.04 월","4106","7657","4035","3622",
"금사회동동","총인구","2023.05 월","4104","7649","4036","3613",
"금사회동동","총인구","2023.06 월","4107","7633","4032","3601",
"금사회동동","총인구","2023.07 월","4104","7602","4012","3590",
"금사회동동","총인구","2023.08 월","4093","7577","3995","3582",
"금사회동동","총인구","2023.09 월","4088","7555","3976","3579",
"금사회동동","총인구","2023.10 월","4074","7524","3962","3562",
"금사회동동","총인구","2023.11 월","4067","7495","3941","3554",
"금사회동동","총인구","2023.12 월","4058","7448","3919","3529",
"금사회동동","총인구","2024.01 월","4047","7412","3898","3514",
"금사회동동","총인구","2024.02 월","4039","7407","3894","3513",
"금사회동동","총인구","2024.03 월","4028","7383","3876","3507",
"금사회동동","총인구","2024.04 월","4023","7359","3864","3495",
"금사회동동","총인구","2024.05 월","4014","7332","3857","3475",
"금사회동동","총인구","2024.06 월","3995","7288","3840","3448",
"금사회동동","총인구","2024.07 월","3990","7269","3828","3441",
"금사회동동","총인구","2024.08 월","3985","7249","3818","3431",
"금사회동동","총인구","2024.09 월","3977","7227","3812","3415",
"금사회동동","총인구","2024.10 월","3967","7182","3787","3395",
"금사회동동","총인구","2024.11 월","3951","7150","3771","3379",
"금사회동동","총인구","2024.12 월","3935","7101","3738","3363",
"부곡1동","총인구","2020.01 월","4546","9053","4347","4706",
"부곡1동","총인구","2020.02 월","4541","9010","4330","4680",
"부곡1동","총인구","2020.03 월","4541","8973","4313","4660",
"부곡1동","총인구","2020.04 월","4542","8954","4304","4650",
"부곡1동","총인구","2020.05 월","4555","8945","4302","4643",
"부곡1동","총인구","2020.06 월","4562","8905","4290","4615",
"부곡1동","총인구","2020.07 월","4576","8901","4282","4619",
"부곡1동","총인구","2020.08 월","4569","8861","4261","4600",
"부곡1동","총인구","2020.09 월","4562","8814","4247","4567",
"부곡1동","총인구","2020.10 월","4540","8767","4225","4542",
"부곡1동","총인구","2020.11 월","4550","8734","4203","4531",
"부곡1동","총인구","2020.12 월","4536","8688","4174","4514",
"부곡1동","총인구","2021.01 월","4539","8630","4133","4497",
"부곡1동","총인구","2021.02 월","4556","8637","4131","4506",
"부곡1동","총인구","2021.03 월","4526","8579","4097","4482",
"부곡1동","총인구","2021.04 월","4530","8569","4096","4473",
"부곡1동","총인구","2021.05 월","4525","8547","4081","4466",
"부곡1동","총인구","2021.06 월","4521","8511","4071","4440",
"부곡1동","총인구","2021.07 월","4510","8490","4067","4423",
"부곡1동","총인구","2021.08 월","4486","8446","4047","4399",
"부곡1동","총인구","2021.09 월","4479","8408","4029","4379",
"부곡1동","총인구","2021.10 월","4486","8382","4024","4358",
"부곡1동","총인구","2021.11 월","4480","8337","4001","4336",
"부곡1동","총인구","2021.12 월","4479","8307","3990","4317",
"부곡1동","총인구","2022.01 월","4479","8294","3993","4301",
"부곡1동","총인구","2022.02 월","4467","8265","3980","4285",
"부곡1동","총인구","2022.03 월","4469","8256","3980","4276",
"부곡1동","총인구","2022.04 월","4457","8232","3978","4254",
"부곡1동","총인구","2022.05 월","4450","8220","3957","4263",
"부곡1동","총인구","2022.06 월","4456","8234","3971","4263",
"부곡1동","총인구","2022.07 월","4457","8203","3955","4248",
"부곡1동","총인구","2022.08 월","4454","8174","3940","4234",
"부곡1동","총인구","2022.09 월","4428","8133","3926","4207",
"부곡1동","총인구","2022.10 월","4421","8108","3904","4204",
"부곡1동","총인구","2022.11 월","4415","8103","3898","4205",
"부곡1동","총인구","2022.12 월","4413","8097","3891","4206",
"부곡1동","총인구","2023.01 월","4391","8044","3865","4179",
"부곡1동","총인구","2023.02 월","4395","8015","3856","4159",
"부곡1동","총인구","2023.03 월","4377","7977","3841","4136",
"부곡1동","총인구","2023.04 월","4355","7946","3831","4115",
"부곡1동","총인구","2023.05 월","4352","7923","3815","4108",
"부곡1동","총인구","2023.06 월","4347","7885","3803","4082",
"부곡1동","총인구","2023.07 월","4341","7868","3796","4072",
"부곡1동","총인구","2023.08 월","4332","7854","3785","4069",
"부곡1동","총인구","2023.09 월","4328","7832","3777","4055",
"부곡1동","총인구","2023.10 월","4300","7781","3749","4032",
"부곡1동","총인구","2023.11 월","4285","7747","3729","4018",
"부곡1동","총인구","2023.12 월","4290","7736","3720","4016",
"부곡1동","총인구","2024.01 월","4284","7706","3711","3995",
"부곡1동","총인구","2024.02 월","4290","7696","3707","3989",
"부곡1동","총인구","2024.03 월","4281","7674","3697","3977",
"부곡1동","총인구","2024.04 월","4259","7629","3680","3949",
"부곡1동","총인구","2024.05 월","4240","7583","3663","3920",
"부곡1동","총인구","2024.06 월","4222","7549","3636","3913",
"부곡1동","총인구","2024.07 월","4207","7497","3610","3887",
"부곡1동","총인구","2024.08 월","4201","7489","3598","3891",
"부곡1동","총인구","2024.09 월","4185","7449","3585","3864",
"부곡1동","총인구","2024.10 월","4168","7390","3560","3830",
"부곡1동","총인구","2024.11 월","4153","7345","3533","3812",
"부곡1동","총인구","2024.12 월","4148","7331","3526","3805",
"부곡2동","총인구","2020.01 월","7197","17184","8299","8885",
"부곡2동","총인구","2020.02 월","7216","17158","8264","8894",
"부곡2동","총인구","2020.03 월","7254","17146","8240","8906",
"부곡2동","총인구","2020.04 월","7263","17150","8245","8905",
"부곡2동","총인구","2020.05 월","7296","17159","8254","8905",
"부곡2동","총인구","2020.06 월","7306","17174","8252","8922",
"부곡2동","총인구","2020.07 월","7314","17123","8217","8906",
"부곡2동","총인구","2020.08 월","7279","17038","8171","8867",
"부곡2동","총인구","2020.09 월","7281","17009","8153","8856",
"부곡2동","총인구","2020.10 월","7299","17035","8150","8885",
"부곡2동","총인구","2020.11 월","7299","17009","8138","8871",
"부곡2동","총인구","2020.12 월","7316","16952","8123","8829",
"부곡2동","총인구","2021.01 월","7303","16919","8115","8804",
"부곡2동","총인구","2021.02 월","7303","16872","8094","8778",
"부곡2동","총인구","2021.03 월","7256","16798","8067","8731",
"부곡2동","총인구","2021.04 월","7271","16788","8066","8722",
"부곡2동","총인구","2021.05 월","7245","16723","8024","8699",
"부곡2동","총인구","2021.06 월","7248","16693","8012","8681",
"부곡2동","총인구","2021.07 월","7426","17057","8167","8890",
"부곡2동","총인구","2021.08 월","7659","17581","8410","9171",
"부곡2동","총인구","2021.09 월","7777","17799","8510","9289",
"부곡2동","총인구","2021.10 월","7862","17947","8558","9389",
"부곡2동","총인구","2021.11 월","7936","18066","8631","9435",
"부곡2동","총인구","2021.12 월","7954","18064","8612","9452",
"부곡2동","총인구","2022.01 월","7926","17984","8568","9416",
"부곡2동","총인구","2022.02 월","7940","17965","8560","9405",
"부곡2동","총인구","2022.03 월","7956","17951","8557","9394",
"부곡2동","총인구","2022.04 월","7965","17932","8551","9381",
"부곡2동","총인구","2022.05 월","7955","17916","8540","9376",
"부곡2동","총인구","2022.06 월","7970","17899","8528","9371",
"부곡2동","총인구","2022.07 월","7953","17851","8496","9355",
"부곡2동","총인구","2022.08 월","7968","17806","8461","9345",
"부곡2동","총인구","2022.09 월","7934","17727","8414","9313",
"부곡2동","총인구","2022.10 월","7927","17698","8401","9297",
"부곡2동","총인구","2022.11 월","7923","17694","8385","9309",
"부곡2동","총인구","2022.12 월","7922","17694","8388","9306",
"부곡2동","총인구","2023.01 월","7896","17645","8354","9291",
"부곡2동","총인구","2023.02 월","7918","17619","8352","9267",
"부곡2동","총인구","2023.03 월","7914","17590","8330","9260",
"부곡2동","총인구","2023.04 월","7909","17550","8314","9236",
"부곡2동","총인구","2023.05 월","7892","17508","8292","9216",
"부곡2동","총인구","2023.06 월","7904","17493","8276","9217",
"부곡2동","총인구","2023.07 월","7903","17458","8259","9199",
"부곡2동","총인구","2023.08 월","7909","17378","8221","9157",
"부곡2동","총인구","2023.09 월","7888","17337","8195","9142",
"부곡2동","총인구","2023.10 월","7872","17311","8184","9127",
"부곡2동","총인구","2023.11 월","7854","17305","8198","9107",
"부곡2동","총인구","2023.12 월","7843","17226","8157","9069",
"부곡2동","총인구","2024.01 월","7828","17161","8104","9057",
"부곡2동","총인구","2024.02 월","7843","17141","8104","9037",
"부곡2동","총인구","2024.03 월","7868","17133","8099","9034",
"부곡2동","총인구","2024.04 월","7860","17123","8093","9030",
"부곡2동","총인구","2024.05 월","7862","17105","8076","9029",
"부곡2동","총인구","2024.06 월","7855","17061","8062","8999",
"부곡2동","총인구","2024.07 월","7856","17017","8033","8984",
"부곡2동","총인구","2024.08 월","7856","17007","8028","8979",
"부곡2동","총인구","2024.09 월","7870","17053","8052","9001",
"부곡2동","총인구","2024.10 월","7817","16905","7976","8929",
"부곡2동","총인구","2024.11 월","7799","16825","7932","8893",
"부곡2동","총인구","2024.12 월","7784","16801","7919","8882",
"부곡3동","총인구","2020.01 월","7271","17737","8506","9231",
"부곡3동","총인구","2020.02 월","7276","17658","8456","9202",
"부곡3동","총인구","2020.03 월","7238","17489","8380","9109",
"부곡3동","총인구","2020.04 월","7129","17232","8255","8977",
"부곡3동","총인구","2020.05 월","7055","17015","8148","8867",
"부곡3동","총인구","2020.06 월","6970","16777","8018","8759",
"부곡3동","총인구","2020.07 월","6949","16664","7967","8697",
"부곡3동","총인구","2020.08 월","6913","16536","7896","8640",
"부곡3동","총인구","2020.09 월","6886","16446","7851","8595",
"부곡3동","총인구","2020.10 월","6882","16412","7832","8580",
"부곡3동","총인구","2020.11 월","6879","16381","7817","8564",
"부곡3동","총인구","2020.12 월","6860","16287","7771","8516",
"부곡3동","총인구","2021.01 월","6850","16229","7751","8478",
"부곡3동","총인구","2021.02 월","6868","16221","7757","8464",
"부곡3동","총인구","2021.03 월","6837","16180","7742","8438",
"부곡3동","총인구","2021.04 월","6829","16154","7743","8411",
"부곡3동","총인구","2021.05 월","6832","16159","7749","8410",
"부곡3동","총인구","2021.06 월","6835","16137","7734","8403",
"부곡3동","총인구","2021.07 월","6843","16070","7712","8358",
"부곡3동","총인구","2021.08 월","6836","16011","7685","8326",
"부곡3동","총인구","2021.09 월","6853","15989","7688","8301",
"부곡3동","총인구","2021.10 월","6873","15989","7693","8296",
"부곡3동","총인구","2021.11 월","6878","15975","7684","8291",
"부곡3동","총인구","2021.12 월","6875","15893","7652","8241",
"부곡3동","총인구","2022.01 월","6852","15825","7595","8230",
"부곡3동","총인구","2022.02 월","6850","15744","7553","8191",
"부곡3동","총인구","2022.03 월","6840","15697","7528","8169",
"부곡3동","총인구","2022.04 월","6861","15697","7531","8166",
"부곡3동","총인구","2022.05 월","6860","15673","7513","8160",
"부곡3동","총인구","2022.06 월","6860","15653","7507","8146",
"부곡3동","총인구","2022.07 월","6861","15622","7486","8136",
"부곡3동","총인구","2022.08 월","6863","15614","7496","8118",
"부곡3동","총인구","2022.09 월","6842","15583","7465","8118",
"부곡3동","총인구","2022.10 월","6841","15556","7436","8120",
"부곡3동","총인구","2022.11 월","6830","15516","7407","8109",
"부곡3동","총인구","2022.12 월","6826","15500","7397","8103",
"부곡3동","총인구","2023.01 월","6812","15464","7369","8095",
"부곡3동","총인구","2023.02 월","6824","15417","7345","8072",
"부곡3동","총인구","2023.03 월","6832","15407","7345","8062",
"부곡3동","총인구","2023.04 월","6808","15381","7334","8047",
"부곡3동","총인구","2023.05 월","6833","15390","7334","8056",
"부곡3동","총인구","2023.06 월","6845","15359","7311","8048",
"부곡3동","총인구","2023.07 월","6839","15330","7289","8041",
"부곡3동","총인구","2023.08 월","6860","15335","7292","8043",
"부곡3동","총인구","2023.09 월","6858","15339","7293","8046",
"부곡3동","총인구","2023.10 월","6835","15293","7277","8016",
"부곡3동","총인구","2023.11 월","6816","15233","7250","7983",
"부곡3동","총인구","2023.12 월","6804","15204","7217","7987",
"부곡3동","총인구","2024.01 월","6802","15193","7214","7979",
"부곡3동","총인구","2024.02 월","6794","15115","7168","7947",
"부곡3동","총인구","2024.03 월","6818","15100","7177","7923",
"부곡3동","총인구","2024.04 월","6853","15137","7190","7947",
"부곡3동","총인구","2024.05 월","6883","15148","7186","7962",
"부곡3동","총인구","2024.06 월","6865","15099","7164","7935",
"부곡3동","총인구","2024.07 월","6845","15069","7163","7906",
"부곡3동","총인구","2024.08 월","6864","15066","7161","7905",
"부곡3동","총인구","2024.09 월","6862","15074","7153","7921",
"부곡3동","총인구","2024.10 월","6821","14998","7106","7892",
"부곡3동","총인구","2024.11 월","6795","14907","7065","7842",
"부곡3동","총인구","2024.12 월","6792","14914","7069","7845",
"부곡4동","총인구","2020.01 월","6219","13681","6600","7081",
"부곡4동","총인구","2020.02 월","6205","13626","6582","7044",
"부곡4동","총인구","2020.03 월","6176","13550","6528","7022",
"부곡4동","총인구","2020.04 월","6163","13509","6511","6998",
"부곡4동","총인구","2020.05 월","6170","13490","6498","6992",
"부곡4동","총인구","2020.06 월","6181","13491","6495","6996",
"부곡4동","총인구","2020.07 월","6173","13435","6457","6978",
"부곡4동","총인구","2020.08 월","6169","13410","6442","6968",
"부곡4동","총인구","2020.09 월","6169","13398","6438","6960",
"부곡4동","총인구","2020.10 월","6189","13411","6432","6979",
"부곡4동","총인구","2020.11 월","6183","13380","6410","6970",
"부곡4동","총인구","2020.12 월","6181","13356","6391","6965",
"부곡4동","총인구","2021.01 월","6176","13271","6353","6918",
"부곡4동","총인구","2021.02 월","6177","13219","6335","6884",
"부곡4동","총인구","2021.03 월","6134","13155","6303","6852",
"부곡4동","총인구","2021.04 월","6132","13121","6281","6840",
"부곡4동","총인구","2021.05 월","6140","13098","6279","6819",
"부곡4동","총인구","2021.06 월","6144","13059","6259","6800",
"부곡4동","총인구","2021.07 월","6158","13068","6264","6804",
"부곡4동","총인구","2021.08 월","6157","13032","6252","6780",
"부곡4동","총인구","2021.09 월","6153","13000","6237","6763",
"부곡4동","총인구","2021.10 월","6156","12982","6229","6753",
"부곡4동","총인구","2021.11 월","6157","12971","6223","6748",
"부곡4동","총인구","2021.12 월","6124","12916","6205","6711",
"부곡4동","총인구","2022.01 월","6115","12855","6181","6674",
"부곡4동","총인구","2022.02 월","6112","12808","6149","6659",
"부곡4동","총인구","2022.03 월","6110","12782","6134","6648",
"부곡4동","총인구","2022.04 월","6103","12738","6111","6627",
"부곡4동","총인구","2022.05 월","6093","12684","6088","6596",
"부곡4동","총인구","2022.06 월","6084","12643","6074","6569",
"부곡4동","총인구","2022.07 월","6085","12617","6062","6555",
"부곡4동","총인구","2022.08 월","6080","12587","6051","6536",
"부곡4동","총인구","2022.09 월","6055","12547","6019","6528",
"부곡4동","총인구","2022.10 월","6051","12503","5996","6507",
"부곡4동","총인구","2022.11 월","6048","12508","5991","6517",
"부곡4동","총인구","2022.12 월","6044","12459","5956","6503",
"부곡4동","총인구","2023.01 월","6033","12440","5942","6498",
"부곡4동","총인구","2023.02 월","6033","12408","5931","6477",
"부곡4동","총인구","2023.03 월","6028","12389","5924","6465",
"부곡4동","총인구","2023.04 월","6033","12367","5908","6459",
"부곡4동","총인구","2023.05 월","6032","12320","5878","6442",
"부곡4동","총인구","2023.06 월","6045","12304","5867","6437",
"부곡4동","총인구","2023.07 월","6038","12272","5850","6422",
"부곡4동","총인구","2023.08 월","6032","12232","5827","6405",
"부곡4동","총인구","2023.09 월","6013","12162","5793","6369",
"부곡4동","총인구","2023.10 월","5989","12118","5770","6348",
"부곡4동","총인구","2023.11 월","5988","12094","5767","6327",
"부곡4동","총인구","2023.12 월","5968","12046","5734","6312",
"부곡4동","총인구","2024.01 월","5961","11996","5711","6285",
"부곡4동","총인구","2024.02 월","5956","11974","5694","6280",
"부곡4동","총인구","2024.03 월","5950","11946","5680","6266",
"부곡4동","총인구","2024.04 월","5951","11923","5669","6254",
"부곡4동","총인구","2024.05 월","5940","11888","5661","6227",
"부곡4동","총인구","2024.06 월","5935","11859","5639","6220",
"부곡4동","총인구","2024.07 월","5920","11820","5610","6210",
"부곡4동","총인구","2024.08 월","5915","11779","5582","6197",
"부곡4동","총인구","2024.09 월","5902","11748","5563","6185",
"부곡4동","총인구","2024.10 월","5871","11670","5527","6143",
"부곡4동","총인구","2024.11 월","5861","11625","5514","6111",
"부곡4동","총인구","2024.12 월","5870","11615","5499","6116",
"장전1동","총인구","2020.01 월","9908","19594","9918","9676",
"장전1동","총인구","2020.02 월","10018","19643","9944","9699",
"장전1동","총인구","2020.03 월","10151","19698","9962","9736",
"장전1동","총인구","2020.04 월","10160","19498","9894","9604",
"장전1동","총인구","2020.05 월","10262","19563","9927","9636",
"장전1동","총인구","2020.06 월","10297","19578","9935","9643",
"장전1동","총인구","2020.07 월","10311","19521","9902","9619",
"장전1동","총인구","2020.08 월","10350","19506","9912","9594",
"장전1동","총인구","2020.09 월","10377","19517","9914","9603",
"장전1동","총인구","2020.10 월","10364","19427","9889","9538",
"장전1동","총인구","2020.11 월","10392","19428","9875","9553",
"장전1동","총인구","2020.12 월","10382","19347","9838","9509",
"장전1동","총인구","2021.01 월","10265","19183","9766","9417",
"장전1동","총인구","2021.02 월","10396","19283","9886","9397",
"장전1동","총인구","2021.03 월","10579","19467","9994","9473",
"장전1동","총인구","2021.04 월","10550","19397","9945","9452",
"장전1동","총인구","2021.05 월","10577","19415","9976","9439",
"장전1동","총인구","2021.06 월","10583","19398","9971","9427",
"장전1동","총인구","2021.07 월","10570","19346","9949","9397",
"장전1동","총인구","2021.08 월","10617","19396","9988","9408",
