year,month,address_gu,sub_address,sub_household,sub_pop,sub_male_pop,sub_female_pop,sub_single
2020,8,부산진구,초읍동,9988.0,22539.0,10927.0,11612.0,3562.0
2020,8,북구,구포동,28645.0,63600.0,32674.0,30926.0,11381.0
2020,8,북구,금곡동,18129.0,39657.0,19206.0,20451.0,7119.0
2020,8,북구,덕천동,19032.0,36971.0,18206.0,18765.0,9241.0
2020,8,북구,만덕동,23433.0,59936.0,29358.0,30578.0,5521.0
2020,8,북구,화명동,31467.0,89993.0,44117.0,45876.0,5529.0
2020,8,사상구,감전동,7291.0,14568.0,7813.0,6755.0,3524.0
2020,8,사상구,괘법동,11718.0,22713.0,11711.0,11002.0,6280.0
2020,8,사상구,덕포동,10046.0,22993.0,11730.0,11263.0,3802.0
2020,8,사상구,모라동,18937.0,40128.0,19875.0,20253.0,7840.0
2020,8,사상구,삼락동,3239.0,6599.0,3569.0,3030.0,1653.0
2020,8,사상구,엄궁동,10732.0,28850.0,14474.0,14376.0,2534.0
2020,8,사상구,주례동,23119.0,54038.0,27101.0,26937.0,8406.0
2020,8,사상구,학장동,12133.0,30122.0,15207.0,14915.0,3509.0
2020,8,사하구,감천동,12110.0,26709.0,13343.0,13366.0,4660.0
2020,8,사하구,괴정동,26850.0,60028.0,29092.0,30936.0,9780.0
2020,8,사하구,구평동,4608.0,11933.0,6105.0,5828.0,1117.0
2020,8,사하구,다대동,29225.0,69974.0,34967.0,35007.0,9911.0
2020,8,사하구,당리동,11545.0,27945.0,13704.0,14241.0,3473.0
2020,8,사하구,신평동,15211.0,35104.0,18009.0,17095.0,5672.0
2020,8,사하구,장림동,17007.0,40965.0,21198.0,19767.0,5854.0
2020,8,사하구,하단동,22607.0,48694.0,24298.0,24396.0,9966.0
2020,8,서구,남부민동,7932.0,15363.0,7857.0,7506.0,3925.0
2020,8,서구,동대신동,9829.0,20226.0,9638.0,10588.0,4391.0
2020,8,서구,서대신동,12207.0,29135.0,13779.0,15356.0,4157.0
2020,8,서구,아미동,4093.0,7299.0,3682.0,3617.0,2402.0
2020,8,서구,암남동,6801.0,14291.0,7127.0,7164.0,3262.0
2020,8,서구,초장동,2741.0,4768.0,2375.0,2393.0,1575.0
2020,8,수영구,광안동,33856.0,67243.0,31258.0,35985.0,16856.0
2020,8,수영구,남천동,11168.0,26766.0,12381.0,14385.0,3644.0
2020,8,수영구,망미동,17446.0,40023.0,19335.0,20688.0,5854.0
2020,8,수영구,민락동,12867.0,29153.0,14045.0,15108.0,4675.0
2020,8,수영구,수영동,7870.0,15278.0,7315.0,7963.0,3743.0
2020,8,연제구,거제동,25004.0,64351.0,31032.0,33319.0,6714.0
2020,8,연제구,연산동,66604.0,145985.0,70321.0,75664.0,26167.0
2020,8,영도구,동삼동,20916.0,44105.0,21639.0,22466.0,8878.0
2020,8,영도구,봉래동,6251.0,12888.0,6382.0,6506.0,2743.0
2020,8,영도구,신선동,4975.0,9378.0,4697.0,4681.0,2482.0
2020,8,영도구,영선동,5955.0,13378.0,6535.0,6843.0,2208.0
2020,8,영도구,청학동,11321.0,25738.0,12723.0,13015.0,4139.0
2020,8,중구,남포동,697.0,1285.0,811.0,474.0,479.0
2020,8,중구,대청동,3523.0,6640.0,3142.0,3498.0,1863.0
2020,8,중구,동광동,1910.0,3179.0,1651.0,1528.0,1277.0
2020,8,중구,보수동,5788.0,10876.0,5280.0,5596.0,3085.0
2020,8,중구,부평동,2734.0,4930.0,2329.0,2601.0,1576.0
2020,8,해운대구,반여동,31000.0,75472.0,37183.0,38289.0,9553.0
2020,8,해운대구,우동,33503.0,84592.0,40264.0,44328.0,9764.0
2020,8,해운대구,재송동,26045.0,64837.0,31722.0,33115.0,7753.0
2020,8,해운대구,좌동,36395.0,91806.0,43071.0,48735.0,10773.0
2020,8,해운대구,중동,18071.0,41406.0,19899.0,21507.0,6950.0
2020,9,강서구,강동동,2654.0,4717.0,2549.0,2168.0,1515.0
2020,9,강서구,명지동,26986.0,76393.0,38127.0,38266.0,5599.0
2020,9,금정구,구서동,21230.0,53987.0,25733.0,28254.0,5691.0
2020,9,금정구,금성동,485.0,1100.0,535.0,565.0,192.0
2020,9,금정구,남산동,13982.0,30789.0,14946.0,15843.0,5742.0
2020,9,금정구,서동,14557.0,27934.0,13999.0,13935.0,7061.0
2020,9,금정구,장전동,22160.0,47573.0,23409.0,24164.0,10893.0
2020,9,기장군,기장읍,25061.0,53658.0,26182.0,27476.0,10667.0
2020,9,기장군,일광읍,8746.0,20493.0,10281.0,10212.0,2974.0
2020,9,기장군,장안읍,4677.0,9106.0,5000.0,4106.0,2504.0
2020,9,기장군,정관읍,30977.0,82997.0,41139.0,41858.0,8197.0
2020,9,기장군,철마면,3859.0,8171.0,4115.0,4056.0,1526.0
2020,9,남구,감만동,9805.0,21544.0,10883.0,10661.0,3692.0
2020,9,남구,대연동,43474.0,98562.0,48253.0,50309.0,18422.0
2020,9,남구,문현동,21667.0,47885.0,23424.0,24461.0,8348.0
2020,9,남구,용당동,3348.0,8256.0,4203.0,4053.0,1095.0
2020,9,남구,용호동,33420.0,85142.0,41206.0,43936.0,8975.0
2020,9,남구,우암동,5935.0,13605.0,6724.0,6881.0,2004.0
2020,9,동구,범일동,13122.0,25823.0,12786.0,13037.0,6396.0
2020,9,동구,수정동,12388.0,24542.0,11855.0,12687.0,5783.0
2020,9,동구,좌천동,5454.0,11253.0,5452.0,5801.0,2338.0
2020,9,동구,초량동,15030.0,30289.0,14922.0,15367.0,7766.0
