영화명,장르,개봉연도,관객수,스크린수,배급사,예산,국내매출액,세계매출액,세계흥행지수,국내흥행지수,유형
어벤져스: 엔드게임,Action Adventure Sci-Fi,2019,13934592,2835,월트디즈니컴퍼니코리아유한책임회사,356000000.0,104816668.5,2799439100,424.46955383558884,3.7442024904203133,C (글로벌 의존)
겨울왕국 2,Adventure Animation Comedy Drama Family Fantasy Musical,2019,13747792,2648,월트디즈니컴퍼니코리아유한책임회사,150000000.0,98492228.96,1453683476,220.41714587607495,6.775355886345646,A (글로벌 동조)
아바타,Action Adventure Fantasy Sci-Fi,2009,13624328,912,주식회사해리슨앤컴퍼니 이십세기폭스코리아(주),237000000.0,100632323.3,2923710708,443.3124406132263,3.4419384593915163,C (글로벌 의존)
알라딘,Adventure Comedy Family Fantasy Musical Romance,2019,12555894,1311,월트디즈니컴퍼니코리아유한책임회사,183000000.0,91777863.87,1054304000,159.86057653016158,8.705066458061433,A (글로벌 동조)
어벤져스: 인피니티 워,Action Adventure Sci-Fi,2018,11211880,2553,월트디즈니컴퍼니코리아유한책임회사,,90815646.38,2052415039,311.20080300721054,4.424818794167879,C (글로벌 의존)
아바타: 물의 길,Action Adventure Fantasy Sci-Fi,2022,10805065,2809,월트디즈니컴퍼니코리아유한책임회사,,106543417.6,2320250281,351.8117617071826,4.5918933173916505,C (글로벌 의존)
어벤져스: 에이지 오브 울트론,Action Adventure Sci-Fi,2015,10494499,1843,월트디즈니컴퍼니코리아유한책임회사 월트디즈니컴퍼니코리아(주),250000000.0,78286363.8,1405018048,213.038170384028,5.571911614333939,A (글로벌 동조)
겨울왕국,Adventure Animation Comedy Family Fantasy Musical,2014,10296101,1010,월트디즈니컴퍼니코리아유한책임회사 소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),150000000.0,78296149.26,1286319131,195.04025203682852,6.086837035466591,A (글로벌 동조)
인터스텔라,Adventure Drama Sci-Fi,2014,10275484,1342,워너브러더스코리아(주),165000000.0,78134342.2,758690230,115.03765287393475,10.298582888038508,A (글로벌 동조)
보헤미안 랩소디,Biography Drama Music,2018,9948386,936,월트디즈니컴퍼니코리아유한책임회사 이십세기폭스코리아(주),52000000.0,78420140.86,910813521,138.10359685491701,8.609900825132788,A (글로벌 동조)
아이언맨 3,Action Adventure Sci-Fi,2013,9001309,1381,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),200000000.0,64660826.09,1215577205,184.31389125738158,5.319351648256681,A (글로벌 동조)
인사이드 아웃 2,Adventure Animation Comedy Drama Family Fantasy,2024,8799013,2619,월트디즈니컴퍼니코리아유한책임회사,,61866240.14,1698863816,257.5930178316599,3.6416244526100376,C (글로벌 의존)
캡틴 아메리카: 시빌 워,Action Sci-Fi,2016,8677249,1991,월트디즈니컴퍼니코리아유한책임회사 월트디즈니컴퍼니코리아(주),250000000.0,62626776.82,1155046416,175.13581090544744,5.42201386476576,A (글로벌 동조)
탑건: 매버릭,Action Drama,2022,8177446,1975,롯데컬처웍스(주)롯데엔터테인먼트,,68002663.42,1495696292,226.78740814143256,4.5465555931190345,C (글로벌 의존)
스파이더맨: 파 프롬 홈,Action Adventure Comedy Fantasy Sci-Fi,2019,8021064,2142,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,160000000.0,59200870.82,1132723226,171.75102053816028,5.226419787387674,A (글로벌 동조)
트랜스포머 3,Action Adventure Comedy Sci-Fi Thriller,2011,7784807,1409,(주)씨제이이엔엠,195000000.0,67539640.02,1123794079,170.3971239510824,6.009965818657779,A (글로벌 동조)
미션임파서블:고스트프로토콜,Action Adventure Thriller,2011,7575899,1038,(주)씨제이이엔엠,145000000.0,52157137.83,694713380,105.33705785998842,7.507720353680247,A (글로벌 동조)
스파이더맨: 노 웨이 홈,Action Adventure Fantasy Sci-Fi,2021,7551990,2948,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,,65688750.07,1921426073,291.33938578423715,3.4187498021944456,C (글로벌 의존)
트랜스포머: 패자의 역습,Action Adventure Sci-Fi,2009,7505700,1129,씨제이엔터테인먼트,200000000.0,40331033.89,836304167,126.80599361398282,4.822531739220666,C (글로벌 의존)
트랜스포머,Action Adventure Sci-Fi,2007,7440531,160,롯데컬처웍스(주)롯데엔터테인먼트 씨제이엔터테인먼트,150000000.0,36079196.0,709709780,107.61091165346441,5.083654899049017,C (글로벌 의존)
스파이더맨: 홈 커밍,Action Adventure Sci-Fi,2017,7258678,1965,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,175000000.0,52284862.42,880978185,133.57976500572448,5.934864598264712,A (글로벌 동조)
엘리멘탈,Adventure Animation Comedy Family Fantasy Romance,2023,7240110,1251,월트디즈니컴퍼니코리아유한책임회사,,54584633.08,496444308,75.27418400385194,10.995117115936397,B (국내 특화)
어벤져스,Action Sci-Fi,2012,7074867,967,월트디즈니컴퍼니코리아유한책임회사 한국소니픽쳐스릴리징브에나비스타영화(주),220000000.0,52852461.67,1520538536,230.554154211013,3.4759041233533066,C (글로벌 의존)
미션 임파서블: 폴아웃,Action Adventure Thriller,2018,6584915,1957,롯데컬처웍스(주)롯데엔터테인먼트,178000000.0,50796530.86,824171374,124.96633893762656,6.163345690286011,A (글로벌 동조)
다크 나이트 라이즈,Action Crime Drama Thriller,2012,6396528,1210,워너브러더스코리아(주),250000000.0,42280687.21,1114976407,169.06012994406555,3.7920701231483545,C (글로벌 의존)
킹스맨 : 시크릿 에이전트,Action Adventure Comedy Thriller,2015,6129681,706,이십세기폭스코리아(주),81000000.0,44514467.08,414351546,62.826734063158035,10.74316423088717,B (국내 특화)
미션 임파서블: 로그네이션,Action Adventure Thriller,2015,6126488,1202,롯데쇼핑(주)롯데엔터테인먼트,150000000.0,42904547.52,710916403,107.7938678486743,6.035104456578421,A (글로벌 동조)
반지의 제왕 : 왕의 귀환,Adventure Drama Fantasy,2003,5960000,105,워너브러더스코리아(주) 씨제이엔터테인먼트,94000000.0,28770329.0,1138585547,172.63990459329509,2.5268482527119236,C (글로벌 의존)
인셉션,Action Adventure Sci-Fi Thriller,2010,5926948,528,(주)디스테이션 워너브러더스코리아(주),160000000.0,38145542.39,839381898,127.27265963447098,4.5444799894886465,C (글로벌 의존)
레미제라블,Drama Musical Romance,2012,5911890,696,유니버설픽쳐스인터내셔널코리아(유),61000000.0,38198726.56,442757529,67.13383791488009,8.627459514076383,B (국내 특화)
닥터 스트레인지: 대혼돈의 멀티버스,Action Adventure Fantasy Sci-Fi,2022,5884587,2691,월트디즈니컴퍼니코리아유한책임회사,,48491980.18,955775804,144.9210769009875,5.073572691111984,C (글로벌 의존)
캡틴 마블,Action Adventure Sci-Fi,2019,5801069,2100,월트디즈니컴퍼니코리아유한책임회사,160000000.0,44172733.7,1131416446,171.55287787323812,3.9041975972832907,C (글로벌 의존)
미션 임파서블 3,Action Adventure Thriller,2006,5740789,134,UIP코리아,150000000.0,37618495.0,398479497,60.42010855110935,9.440509557760258,B (국내 특화)
쥬라기 월드: 폴른 킹덤,Action Adventure Sci-Fi,2018,5661128,1972,유니버설픽쳐스인터내셔널코리아(유),170000000.0,45236231.22,1310469037,198.70202121944493,3.451911486864073,C (글로벌 의존)
쥬라기 월드,Action Adventure Sci-Fi,2015,5546792,1290,유니버설픽쳐스인터내셔널코리아(유),150000000.0,42244678.69,1671537444,253.44961177192982,2.527294787301217,C (글로벌 의존)
2012,Action Adventure Sci-Fi,2009,5462953,789,한국소니픽쳐스릴리징브에나비스타영화(주),200000000.0,30879948.81,791217826,119.96970306979873,3.9028378526446397,C (글로벌 의존)
앤트맨과 와스프,Action Adventure Comedy Sci-Fi,2018,5447826,1775,월트디즈니컴퍼니코리아유한책임회사,,43140990.32,622674139,94.41398956179809,6.928341425787076,A (글로벌 동조)
닥터 스트레인지,Action Adventure Fantasy Sci-Fi,2016,5446379,1503,월트디즈니컴퍼니코리아(주),165000000.0,40919105.82,677796833,102.7720586222737,6.037075393062511,A (글로벌 동조)
블랙 팬서,Action Adventure Sci-Fi,2018,5398994,1620,월트디즈니컴퍼니코리아유한책임회사,,41702849.79,1349926083,204.68476065867412,3.0892691322269976,C (글로벌 의존)
트랜스포머: 사라진 시대,Action Adventure Sci-Fi,2014,5295801,1602,(주)씨제이이엔엠,,41789093.09,441656550,66.96690016477424,9.461898185365984,B (국내 특화)
조커,Crime Drama Thriller,2019,5255308,1418,워너브러더스코리아(주),55000000.0,38984191.31,1078958629,163.59887516706067,3.6131312417540338,C (글로벌 의존)
월드 워 Z,Action Adventure Horror Sci-Fi,2013,5237525,964,롯데쇼핑(주)롯데엔터테인먼트,190000000.0,35209085.51,540455876,81.9475103257443,6.514701213092186,B (국내 특화)
반지의 제왕 : 두 개의 탑,Adventure Drama Fantasy,2002,5183000,79,워너브러더스코리아(주) (주)시네마서비스,93000000.0,21046515.0,888483037,134.71770052289367,2.3688144988186197,C (글로벌 의존)
미녀와 야수,Adventure Family Fantasy Musical Romance,2017,5138193,1627,월트디즈니컴퍼니코리아유한책임회사,160000000.0,37257781.45,1266115964,191.97691364073486,2.9426831751092277,C (글로벌 의존)
쿵푸팬더 2,Action Adventure Animation Comedy Drama Family Fantasy Thriller,2011,5062722,948,(주)씨제이이엔엠,150000000.0,39976829.47,665692281,100.93668603395068,6.005301640263424,A (글로벌 동조)
아쿠아맨,Action Adventure Fantasy Sci-Fi,2018,5038134,1285,워너브러더스코리아(주),,40094394.59,1152028393,174.67819820857702,3.480330418384055,C (글로벌 의존)
인사이드 아웃,Adventure Animation Comedy Drama Family Fantasy,2015,4969735,777,월트디즈니컴퍼니코리아(주),175000000.0,33604969.37,859076254,130.2588487265642,3.911756286305173,C (글로벌 의존)
캐리비안의 해적: 세상의 끝에서,Action Adventure Fantasy,2007,4966571,244,한국소니픽쳐스릴리징브에나비스타영화(주),300000000.0,31568003.0,961691209,145.81800990485488,3.2825508546371664,C (글로벌 의존)
킹스맨: 골든 서클,Action Adventure Comedy Crime Thriller,2017,4945484,1687,이십세기폭스코리아(주),104000000.0,36245167.08,410902662,62.30379135913183,8.820864509269107,B (국내 특화)
스파이더맨 3,Action Adventure Sci-Fi,2007,4935660,198,한국소니픽쳐스릴리징브에나비스타영화(주),258000000.0,33960701.0,891697618,135.20511664951644,3.8085445463195127,C (글로벌 의존)
더 퍼스트 슬램덩크,Animation Comedy Drama Sport,2023,4903225,1023,(주)넥스트엔터테인먼트월드(NEW),,39369077.0,246880077,37.43359737137551,15.94663995507422,B (국내 특화)
마션,Adventure Drama Sci-Fi,2015,4880800,1132,월트디즈니컴퍼니코리아유한책임회사 이십세기폭스코리아(주),108000000.0,35052977.67,630621406,95.61900698035966,5.558482052225167,A (글로벌 동조)
토르: 라그나로크,Action Adventure Comedy Fantasy Sci-Fi,2017,4857152,1640,월트디즈니컴퍼니코리아유한책임회사,180000000.0,34707326.05,855301806,129.686541846041,4.057903982725835,C (글로벌 의존)
어메이징 스파이더맨,Action Sci-Fi,2012,4853123,1118,한국소니픽쳐스릴리징브에나비스타영화(주),230000000.0,36529458.8,758725893,115.0430603349145,4.814579169766122,C (글로벌 의존)
라이온 킹,Adventure Animation Drama Family Musical,2019,4743184,1936,월트디즈니컴퍼니코리아유한책임회사,45000000.0,35617817.44,979161373,148.4669522299494,3.637584000160513,C (글로벌 의존)
주토피아,Action Adventure Animation Comedy Crime Family Mystery,2016,4703245,661,월트디즈니컴퍼니코리아(주),,31952295.8,1025521689,155.49641132702246,3.11571136356532,C (글로벌 의존)
엣지 오브 투모로우,Action Adventure Sci-Fi,2014,4699208,801,워너브러더스코리아(주),178000000.0,36774969.81,381055527,57.77817046717508,9.650816535722365,B (국내 특화)
쿵푸 팬더,Action Adventure Animation Comedy Family Fantasy,2008,4673009,351,씨제이엔터테인먼트,130000000.0,27130061.85,632384787,95.88638252223593,4.290119308325487,C (글로벌 의존)
신비한 동물사전,Adventure Family Fantasy,2016,4666993,1431,워너브러더스코리아(주),180000000.0,33899744.1,816037575,123.73303829803831,4.154189113166756,C (글로벌 의존)
캐리비안의 해적 : 망자의 함,Action Adventure Fantasy,2006,4628903,129,브에나비스타인터내셔널코리아,225000000.0,26600000.0,1066179747,161.661256184366,2.494888884810152,C (글로벌 의존)
박물관이 살아있다!,Adventure Comedy Family Fantasy,2006,4612831,86,이십세기폭스코리아(주),,25457705.0,574482479,87.10684992129067,4.431415392217732,C (글로벌 의존)
터미네이터 : 미래전쟁의 시작,Action Adventure Sci-Fi,2009,4568891,704,롯데쇼핑(주)롯데엔터테인먼트,200000000.0,23618115.12,371353001,56.30700901833406,6.360017303320514,B (국내 특화)
맘마미아!,Comedy Musical Romance,2008,4554785,457,유니버설픽쳐스인터내셔널코리아(유),52000000.0,26741046.97,706788538,107.1679735347585,3.7834579272704616,C (글로벌 의존)
아이언맨 2,Action Sci-Fi,2010,4498335,757,씨제이엔터테인먼트,200000000.0,28680103.35,623933331,94.60491661801923,4.596661522158687,C (글로벌 의존)
해리 포터와 죽음의 성물2,Adventure Family Fantasy Mystery,2011,4400298,757,워너브러더스코리아(주),,31141149.34,1342505340,203.55957830684565,2.3196294578612253,C (글로벌 의존)
아이언맨,Action Adventure Sci-Fi,2008,4316003,592,씨제이엔터테인먼트,140000000.0,25142197.34,585796247,88.82231858612406,4.291969685493735,C (글로벌 의존)
엑스맨: 데이즈 오브 퓨처 패스트,Action Adventure Sci-Fi Thriller,2014,4313871,1056,이십세기폭스코리아(주),200000000.0,32904062.63,746045700,113.12040523401977,4.410462070889223,C (글로벌 의존)
킹콩,Action Adventure Romance,2005,4232430,89,UIP코리아,207000000.0,24777357.0,556906378,84.44184472448563,4.4491063451243145,D (상대적 저성과)
가디언즈 오브 갤럭시: Volume 3,Action Adventure Comedy Sci-Fi,2023,4208993,1819,월트디즈니컴퍼니코리아유한책임회사,,34034724.01,845555777,128.20878418333683,4.025130563326516,C (글로벌 의존)
어메이징 스파이더맨 2,Action Adventure Sci-Fi,2014,4168350,1312,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,33107725.79,716934779,108.70641399962818,4.617955044136588,C (글로벌 의존)
인디아나 존스 4 : 크리스탈 해골의 왕국,Action Adventure,2008,4136101,660,씨제이엔터테인먼트,185000000.0,24139508.84,786636033,119.27498117694633,3.068701130806196,C (글로벌 의존)
미이라 3:황제의 무덤,Action Adventure Fantasy Horror,2008,4090795,527,유니버설픽쳐스인터내셔널코리아(유),145000000.0,23712907.24,403449830,61.173743459946735,5.8775355637155675,B (국내 특화)
다크 나이트,Action Crime Drama Thriller,2008,4087355,462,주식회사해리슨앤컴퍼니 워너브러더스코리아(주),185000000.0,24470050.56,1009057329,152.99997568625838,2.4250406648599845,C (글로벌 의존)
미션 임파서블: 데드 레코닝 PART ONE,Action Adventure Thriller,2023,4021778,2437,롯데컬처웍스(주)롯데엔터테인먼트,291000000.0,31019681.65,571125435,86.59783260818448,5.431325545849661,B (국내 특화)
혹성탈출: 반격의 서막,Action Adventure Drama Sci-Fi Thriller,2014,4002560,922,이십세기폭스코리아(주),170000000.0,29922192.46,710644566,107.75265011684151,4.210570782018757,C (글로벌 의존)
해리포터와 비밀의 방,Adventure Family Fantasy Mystery,2002,4000000,89,워너브러더스코리아(주),100000000.0,25361777.0,882767796,133.85111771445435,2.8729839392555276,C (글로벌 의존)
쿵푸팬더3,Action Adventure Animation Comedy Family Fantasy,2016,3984812,1365,(주)씨제이이엔엠,145000000.0,27008616.13,521170825,79.02338277688405,5.182296251905505,D (상대적 저성과)
캡틴 아메리카: 윈터 솔져,Action Adventure Sci-Fi Thriller,2014,3963220,1106,월트디즈니컴퍼니코리아유한책임회사 소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),170000000.0,30108797.37,714421503,108.32533439607985,4.214430450870681,C (글로벌 의존)
베놈,Action Adventure Sci-Fi,2018,3888096,1308,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,100000000.0,30993429.8,856085161,129.80531933519762,3.6203676003210155,C (글로벌 의존)
트로이,Action Adventure Drama,2004,3851000,90,워너브러더스코리아(주),175000000.0,20400000.0,497409852,75.42058619952343,4.101245666521297,D (상대적 저성과)
매드 맥스: 분노의 도로,Action Adventure Sci-Fi,2015,3842441,799,워너브러더스코리아(주),150000000.0,29081557.96,380437267,57.68442577869288,7.6442453152203935,B (국내 특화)
데드풀 2,Action Adventure Comedy Sci-Fi,2018,3784602,1576,이십세기폭스코리아(주),110000000.0,31071097.8,785896632,119.162868285269,3.9535858196679485,C (글로벌 의존)
미이라,Action Adventure Fantasy,2017,3689325,1257,유니버설픽쳐스인터내셔널코리아(유),80000000.0,26975248.47,417643286,63.32584954995065,6.4589206565145165,B (국내 특화)
너의 이름은.,Animation Drama Fantasy Romance,2017,3673885,947,메가박스중앙(주)플러스엠엔터테인먼트,,26143445.72,405340703,61.4604501858297,6.449745985662831,B (국내 특화)
분노의 질주: 홉스&쇼,Action Adventure Thriller,2019,3657536,1311,유니버설픽쳐스인터내셔널코리아(유),200000000.0,27659192.74,760732926,115.34738001168236,3.63586112743068,C (글로벌 의존)
분노의 질주: 더 익스트림,Action Crime Thriller,2017,3653238,1469,유니버설픽쳐스인터내셔널코리아(유),250000000.0,26512288.52,1236009236,187.4119315335658,2.144991133383408,C (글로벌 의존)
해리 포터와 불의 잔,Adventure Family Fantasy Mystery,2005,3615000,125,워너브러더스코리아(주),150000000.0,23161873.0,897468207,136.08009168940876,2.580801505762978,C (글로벌 의존)
인턴,Comedy Drama,2015,3610642,496,워너브러더스코리아(주),35000000.0,25203658.04,194764672,29.53151344738123,12.940569653206923,B (국내 특화)
라라랜드,Comedy Drama Music Musical Romance,2016,3597519,727,판씨네마(주),30000000.0,25861300.15,509183536,77.20579038363346,5.078974146171136,D (상대적 저성과)
리얼 스틸,Action Drama Sci-Fi Sport,2011,3579666,603,한국소니픽쳐스릴리징브에나비스타영화(주),,23974765.14,299268508,45.37707931128145,8.011121952063196,B (국내 특화)
모아나 2,Adventure Animation Comedy Family Fantasy Musical,2024,3550048,1985,월트디즈니컴퍼니코리아유한책임회사,,24007537.14,1059242164,160.6093337615109,2.266482392405973,C (글로벌 의존)
미스터 & 미세스 스미스,Action Comedy Crime Thriller,2005,3546900,103,이십세기폭스필름코퍼레이션,110000000.0,21583459.0,487287646,73.88579008102529,4.429305601562491,D (상대적 저성과)
웡카,Adventure Comedy Family Fantasy Musical,2024,3531468,1753,워너브러더스코리아(주),,24858384.47,634502312,96.2074557300745,3.917776814972425,C (글로벌 의존)
코코,Adventure Animation Drama Family Fantasy Music Mystery,2018,3513114,1177,월트디즈니컴퍼니코리아유한책임회사,,25197492.77,814641172,123.52130639846432,3.0930787242361477,C (글로벌 의존)
매트릭스2 리로디드,Action Sci-Fi,2003,3510000,102,워너브러더스코리아(주),150000000.0,14956723.0,741847937,112.4839125209911,2.0161440443555483,C (글로벌 의존)
해리 포터와 불사조 기사단,Action Adventure Family Fantasy Mystery,2007,3475000,204,워너브러더스코리아(주),150000000.0,24765134.0,942871730,142.96447547556573,2.6265644850758227,C (글로벌 의존)
아일랜드,Action Sci-Fi Thriller,2005,3433900,110,워너브러더스코리아(주),126000000.0,21613170.0,162949164,24.707434764686326,13.26375015952828,B (국내 특화)
비긴 어게인,Comedy Drama Music Romance,2014,3428309,213,판씨네마(주),,25735134.89,84862071,12.867350968604413,30.32583884265563,B (국내 특화)
토이 스토리 4,Adventure Animation Comedy Family Fantasy,2019,3399913,1336,월트디즈니컴퍼니코리아유한책임회사,200000000.0,24670343.52,1073841394,162.82296600107028,2.2973917431236592,C (글로벌 의존)
어바웃 타임,Comedy Drama Fantasy Romance Sci-Fi,2013,3392251,568,유니버설픽쳐스인터내셔널코리아(유),,22814265.69,87100748,13.206794047531185,26.192961844598624,B (국내 특화)
다이 하드 4 : 죽어도 산다,Action Thriller,2007,3380800,136,이십세기폭스필름코퍼레이션,110000000.0,21672512.0,388156011,58.85479302184924,5.583453916935476,B (국내 특화)
맨 인 블랙 3,Action Adventure Comedy Sci-Fi,2012,3379762,770,한국소니픽쳐스릴리징브에나비스타영화(주),225000000.0,20023998.0,654213485,99.19619472742797,3.0607742669810603,C (글로벌 의존)
다빈치 코드,Mystery Thriller,2006,3339082,139,소니픽쳐스릴리징코리아,125000000.0,21959009.0,760200455,115.26664322130159,2.88858140712373,C (글로벌 의존)
슈퍼배드 3,Adventure Animation Comedy Crime Family Sci-Fi,2017,3324861,1057,유니버설픽쳐스인터내셔널코리아(유),80000000.0,22012241.0,1034800131,156.90327034246928,2.127197353437521,C (글로벌 의존)
데드풀,Action Comedy Sci-Fi,2016,3317196,1036,월트디즈니컴퍼니코리아유한책임회사 이십세기폭스코리아(주),58000000.0,23862147.0,782837347,118.698999169843,3.0481615486850298,C (글로벌 의존)
슈렉2,Adventure Animation Comedy Family Fantasy Romance,2004,3300533,85,씨제이엔터테인먼트,150000000.0,18123377.0,932530034,141.39639882513126,1.9434630885035924,C (글로벌 의존)
스타워즈: 깨어난 포스,Action Adventure Fantasy Sci-Fi,2015,3273879,940,월트디즈니컴퍼니코리아(주),245000000.0,25070778.0,2071310218,314.06581557339695,1.2103825772755397,C (글로벌 의존)
분노의 질주: 더 세븐,Action Thriller,2015,3247955,983,유니버설픽쳐스인터내셔널코리아(유),190000000.0,23391042.0,1515342457,229.76629019395887,1.5436142432324127,C (글로벌 의존)
터미네이터 제니시스,Action Adventure Sci-Fi Thriller,2015,3240370,1113,롯데쇼핑(주)롯데엔터테인먼트,155000000.0,23481776.0,440603537,66.80723533824057,5.329456989810774,B (국내 특화)
오펜하이머,Biography Drama History,2023,3232774,1636,유니버설픽쳐스인터내셔널코리아(유),,25212307.0,975811333,147.95899690985286,2.5837276271928684,C (글로벌 의존)
그래비티,Drama Sci-Fi Thriller,2013,3227452,636,(주)스튜디오디에이치엘 주식회사해리슨앤컴퍼니 워너브러더스코리아(주),100000000.0,28617779.0,723753370,109.7402940649446,3.9540788597640657,C (글로벌 의존)
우주전쟁,Action Adventure Sci-Fi,2005,3223000,123,UIP코리아,132000000.0,19311883.0,603873504,91.56331238497515,3.198001381428386,C (글로벌 의존)
